subject_id,workflow_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
44121934,18617,T27,"[['Southwold', 'Southwold', 'Southwold', 'Southwold']]",4,4,Southwold
44121934,18617,T28,"[['Whitby', 'Whitby', 'Whitby', 'Whitby']]",4,4,Whitby
44121934,18617,T29,"[['Sweden', 'Sweden', 'Sweden', 'Sweden']]",4,4,Sweden
44121936,18617,T1,"[['Sussex', 'Sussex', 'Sussex']]",3,3,Sussex
44121936,18617,T2,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121936,18617,T3,"[['Lewisham', 'Lewisham', 'Lewisham']]",3,3,Lewisham
44121936,18617,T4,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121936,18617,T5,"[['Boston', 'Boston', 'Boston']]",3,3,Boston
44121936,18617,T7,"[['Wells', 'Wells', 'Wells']]",3,3,Wells
44121936,18617,T8,"[['', '', 'Poufsia'], ['', '', '('], ['Prussia', 'Prussia', 'Prussia)']]",3,1.33333333333333,Poufsia ( Prussia
44121936,18617,T9,"[['Isle', 'Isle', 'Isle'], ['of', 'of', 'of'], ['Man', 'Man', 'Man']]",3,3,Isle of Man
44121936,18617,T10,"[['Gloucestershire', 'Gloucestershire', 'Gloucestershire']]",3,3,Gloucestershire
44121936,18617,T11,"[['Wigan', 'Wigan', 'Wigan']]",3,3,Wigan
44121936,18617,T13,"[['Cheshire', 'Cheshire', 'Cheshire']]",3,3,Cheshire
44121936,18617,T14,"[['Prussia', 'Prussia', 'Prussia']]",3,3,Prussia
44121936,18617,T15,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121936,18617,T16,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121936,18617,T17,"[['St.', 'St', 'St.'], ['Johns', 'Johns', ""John's""], ['NB', '', 'SB']]",3,1.66666666666667,St. Johns NB
44121936,18617,T19,"[['Perth', 'Perth', 'Perth']]",3,3,Perth
44121936,18617,T20,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121936,18617,T21,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121936,18617,T22,"[['Devon', 'Devon', 'Devon']]",3,3,Devon
44121936,18617,T23,"[['Hythe', 'Hythe', 'Hythe']]",3,3,Hythe
44121936,18617,T25,"[['London', 'London', 'London']]",3,3,London
44121936,18617,T26,"[['London', 'London', 'London']]",3,3,London
44121936,18617,T27,"[['London', 'London', 'London']]",3,3,London
44121936,18617,T28,"[['Holyhead', 'Holyhead', 'Holyhead']]",3,3,Holyhead
44121936,18617,T29,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121938,18617,T1,"[['Deal', 'Deal', 'Deal']]",3,3,Deal
44121938,18617,T2,"[['Hampshire', 'Hampshire', 'Hampshire']]",3,3,Hampshire
44121938,18617,T3,"[['Rotherhithe', 'Rotherhithe', 'Rotherhithe']]",3,3,Rotherhithe
44121938,18617,T4,"[['London', 'London', 'London']]",3,3,London
44121938,18617,T5,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121938,18617,T7,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121938,18617,T8,"[['Suffolk', 'Suffolk', 'Suffolk']]",3,3,Suffolk
44121938,18617,T9,"[['Essex', 'Essex', 'Essex']]",3,3,Essex
44121938,18617,T10,"[['London', 'London', 'London']]",3,3,London
44121938,18617,T11,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121938,18617,T13,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121938,18617,T14,"[['Folkstone', 'Folkestone', 'Folkstone']]",3,2,Folkstone
44121938,18617,T15,"[['He{li}t', 'Kent', 'Kent']]",3,2,Kent
44121938,18617,T16,"[['London', 'London', 'London']]",3,3,London
44121938,18617,T17,"[['London', 'London', 'London']]",3,3,London
44121938,18617,T19,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121938,18617,T20,"[['Deptford', 'Deptford', 'Deptford']]",3,3,Deptford
44121938,18617,T21,"[['Worthing', 'Worthing', 'Worthing']]",3,3,Worthing
44121938,18617,T22,"[['Brazil', 'Brazil', 'Brazil']]",3,3,Brazil
44121938,18617,T23,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121938,18617,T25,"[['Dublin', 'Dublin', 'Dublin']]",3,3,Dublin
44121938,18617,T26,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121938,18617,T27,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121938,18617,T28,"[['Deal', 'Deal', 'Deal']]",3,3,Deal
44121938,18617,T29,"[['Londonderry', 'Londonderry', 'Londonderry']]",3,3,Londonderry
44121941,18617,T1,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121941,18617,T2,"[['Hanover', 'Hanover', 'Hanover']]",3,3,Hanover
44121941,18617,T3,"[['Leith', 'Leith', 'Leith']]",3,3,Leith
44121941,18617,T4,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121941,18617,T5,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121941,18617,T7,"[['Prussia', 'Prussia', 'Prufsia'], ['', '', '(Prussia?)']]",3,1.5,Prussia (Prussia?)
44121941,18617,T8,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121941,18617,T9,"[['Essex', 'Essex', 'Essex']]",3,3,Essex
44121941,18617,T10,"[['Woolwich', 'Woolwich', 'Woolwich']]",3,3,Woolwich
44121941,18617,T11,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121941,18617,T13,"[['Exmouth', 'Exmouth', 'Exmouth']]",3,3,Exmouth
44121941,18617,T14,"[['Scarborough', 'Scarborough', 'Scarborough']]",3,3,Scarborough
44121941,18617,T15,"[['Chichester', 'Chichester', 'Chickerton']]",3,2,Chichester
44121941,18617,T16,"[['Denmark', 'Denmark', 'Denmark']]",3,3,Denmark
44121941,18617,T17,"[['Hertfordshire', 'Hertfordshire', 'Hertfordshire']]",3,3,Hertfordshire
44121941,18617,T19,"[['Thorn', 'Thorn', 'Thorn']]",3,3,Thorn
44121941,18617,T20,"[['Trieste', 'Trieste', 'Triste']]",3,2,Trieste
44121941,18617,T21,"[['Denmark', 'Denmark', 'Denmark']]",3,3,Denmark
44121941,18617,T22,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121941,18617,T23,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121941,18617,T25,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121941,18617,T26,"[['Chatham', 'Chatham', 'Chatham']]",3,3,Chatham
44121941,18617,T27,"[['Aberdeen', 'Aberdeen', 'Aberdeen']]",3,3,Aberdeen
44121941,18617,T28,"[['This'], ['man'], ['was'], ['brought'], ['on'], ['board'], ['from'], ['the'], ['Amity.']]",1,1,This man was brought on board from the Amity.
44121941,18617,T29,"[['Berwick', 'Berwick', 'Berwick']]",3,3,Berwick
44121942,18617,T1,"[['London', 'London', 'London']]",3,3,London
44121942,18617,T2,"[['Shetland', 'Shetland', 'Shetland']]",3,3,Shetland
44121942,18617,T3,"[['London', 'London', 'London']]",3,3,London
44121942,18617,T4,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121942,18617,T5,"[['Poole', 'Poole', 'Poole']]",3,3,Poole
44121942,18617,T7,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121942,18617,T8,"[['Seaton', 'Seaton', 'Seaton'], ['Sluice', 'Sluice', 'Sluice']]",3,3,Seaton Sluice
44121942,18617,T9,"[['Denmark', 'Denmark', 'Denmark']]",3,3,Denmark
44121942,18617,T10,"[['Oxford', 'Oxford', 'Oxford']]",3,3,Oxford
44121942,18617,T11,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121942,18617,T13,"[['Hanover', 'Hanover', 'Hanover']]",3,3,Hanover
44121942,18617,T14,"[['', '', 'South'], ['America', 'America', 'America']]",3,2,South America
44121942,18617,T15,"[['Poplar', 'Poplar', 'Poplar']]",3,3,Poplar
44121942,18617,T16,"[['Devonshire', 'Devon', 'Devonshire']]",3,2,Devonshire
44121942,18617,T17,"[['America', 'America', 'America']]",3,3,America
44121942,18617,T19,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121942,18617,T20,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121942,18617,T21,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121942,18617,T22,"[['Barmouth', 'Barmouth', 'Barmouth']]",3,3,Barmouth
44121942,18617,T23,"[['Belfast', 'Belfast', 'Belfast']]",3,3,Belfast
44121942,18617,T25,"[['Yarmouth', 'Yarmouth', 'Yarmouth']]",3,3,Yarmouth
44121942,18617,T26,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121942,18617,T27,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121942,18617,T28,"[['Dublin', 'Dublin', 'Dublin']]",3,3,Dublin
44121942,18617,T29,"[['St.', 'St', ''], ['Iago', 'Iago', ''], ['(Santiago?)', '', 'Santiago']]",3,1.33333333333333,St. Iago (Santiago?)
44121943,18617,T1,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121943,18617,T2,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121943,18617,T3,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121943,18617,T4,"[['Oporto', 'Oporto', 'Oporto']]",3,3,Oporto
44121943,18617,T5,"[['Whitehaven', 'Whitehaven', 'Whitehaven']]",3,3,Whitehaven
44121943,18617,T7,"[['London', 'London', 'London']]",3,3,London
44121943,18617,T8,"[['London', 'London', 'London']]",3,3,London
44121943,18617,T9,"[['London', 'London', 'London']]",3,3,London
44121943,18617,T10,"[['Devonshire', 'Devonshire', 'Devonshire']]",3,3,Devonshire
44121943,18617,T11,"[['Norfolk', 'Norfolk', 'Norfolk']]",3,3,Norfolk
44121943,18617,T13,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121943,18617,T14,"[['Limehouse', 'Limehouse', 'Limehouse']]",3,3,Limehouse
44121943,18617,T15,"[['Portsmouth', 'Portsmouth', 'Portsmouth']]",3,3,Portsmouth
44121943,18617,T16,"[['London', 'London', 'London']]",3,3,London
44121943,18617,T17,"[['Derbyshire', 'Derbyshire', 'Derbyshire']]",3,3,Derbyshire
44121943,18617,T19,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121943,18617,T20,"[['Dublin', 'Dublin', 'Dublin']]",3,3,Dublin
44121943,18617,T21,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121943,18617,T22,"[['Cornwall', 'Cornwall', 'Cornwall']]",3,3,Cornwall
44121943,18617,T23,"[['Weymouth', 'Weymouth', 'Weymouth']]",3,3,Weymouth
44121943,18617,T25,"[['Rumford', 'Rumford', 'Rumford']]",3,3,Rumford
44121943,18617,T26,"[['Barking', 'Barking', 'Barking']]",3,3,Barking
44121943,18617,T27,"[['Jamaica', 'Jamaica', 'Jamaica']]",3,3,Jamaica
44121943,18617,T28,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121943,18617,T29,"[['Hawick', 'Alnwick', 'Hartwick']]",3,1,Hawick
44121945,18617,T1,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121945,18617,T2,"[['London', 'London', 'London']]",3,3,London
44121945,18617,T3,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121945,18617,T4,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121945,18617,T5,"[['London', 'London', 'London']]",3,3,London
44121945,18617,T7,"[['Banff', 'Banff', 'Bamff']]",3,2,Banff
44121945,18617,T8,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121945,18617,T9,"[['Richmond', 'Richmond', 'Richmond']]",3,3,Richmond
44121945,18617,T10,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121945,18617,T11,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121945,18617,T13,"[['London', 'London', 'London']]",3,3,London
44121945,18617,T14,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121945,18617,T15,"[['Philadelphia', 'Philadelphia', 'Philadelphia']]",3,3,Philadelphia
44121945,18617,T16,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121945,18617,T17,"[['Yarmouth', 'Yarmouth', 'Yarmouth']]",3,3,Yarmouth
44121945,18617,T19,"[['London', 'London', 'London']]",3,3,London
44121945,18617,T20,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121945,18617,T21,"[['France', 'France', 'France']]",3,3,France
44121945,18617,T22,"[['Dungeness', 'Dungeness', 'Dungeness']]",3,3,Dungeness
44121945,18617,T23,"[['Suffolk', 'Suffolk', 'Suffolk']]",3,3,Suffolk
44121945,18617,T25,"[['Durham', 'Durham', 'Durham']]",3,3,Durham
44121945,18617,T26,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121945,18617,T27,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121945,18617,T28,"[['Putney', 'Putny', 'Putney']]",3,2,Putney
44121945,18617,T29,"[['Jamaica', 'Jamaica', 'Jamaica']]",3,3,Jamaica
44121946,18617,T1,"[['Greenock', 'Greenock', 'Greenock']]",3,3,Greenock
44121946,18617,T2,"[['Hull', 'Hull', 'Hull']]",3,3,Hull
44121946,18617,T3,"[['Worthing', 'Worthing', 'Worthing']]",3,3,Worthing
44121946,18617,T4,"[['Lincolnshire', 'Lincolnshire', 'Lincolnshire']]",3,3,Lincolnshire
44121946,18617,T5,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121946,18617,T7,"[['Staffordshire', 'Staffordshire', 'Staffordshire']]",3,3,Staffordshire
44121946,18617,T8,"[['Fishguard', 'Fishguard', 'Fisguard']]",3,2,Fishguard
44121946,18617,T9,"[['Exeter', 'Exeter', 'Exeter']]",3,3,Exeter
44121946,18617,T10,"[['Dungannon', 'Dungannon', 'Dungarvon']]",3,2,Dungannon
44121946,18617,T11,"[['St.', 'St', 'St.'], ['Johns', 'Johns', 'Johns'], ['N.B.', 'N', ''], ['', 'B', '']]",3,1.75,St. Johns N.B. B
44121946,18617,T13,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121946,18617,T14,"[['Teignmouth', 'Teignmouth', 'Teignmouth']]",3,3,Teignmouth
44121946,18617,T15,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121946,18617,T16,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121946,18617,T17,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121946,18617,T19,"[['Canada', 'Canada', 'Canada']]",3,3,Canada
44121946,18617,T20,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121946,18617,T21,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121946,18617,T22,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121946,18617,T23,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121946,18617,T25,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121946,18617,T26,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121946,18617,T27,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121946,18617,T28,"[['Devonshire', 'Devonshire', 'Devonshire']]",3,3,Devonshire
44121946,18617,T29,"[['Portsmouth', 'Portsmouth', 'Portsmouth']]",3,3,Portsmouth
44121947,18617,T1,"[['London', 'London', 'London']]",3,3,London
44121947,18617,T2,"[['Rhode', 'Rhode', 'Rhode'], ['Island', 'Island', 'Island']]",3,3,Rhode Island
44121947,18617,T3,"[['[...edene]', 'Sweden']]",2,1,[...edene]
44121947,18617,T4,"[['Worcestershire', 'Worcestershire', 'Worcestershire']]",3,3,Worcestershire
44121947,18617,T5,"[['Huntingdon', 'Huntingdon', 'Huntingdon']]",3,3,Huntingdon
44121947,18617,T7,"[['London', 'London', 'London']]",3,3,London
44121947,18617,T8,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121947,18617,T9,"[['[...edene]', 'Sweden']]",2,1,[...edene]
44121947,18617,T10,"[['Canada', 'Canada', 'Canada']]",3,3,Canada
44121947,18617,T11,"[['Waterford', 'Waterford', 'Waterford']]",3,3,Waterford
44121947,18617,T13,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121947,18617,T14,"[['Northumberland', 'Northumberland', 'Northumberland']]",3,3,Northumberland
44121947,18617,T15,"[['Waterford', 'Waterford', 'Waterford']]",3,3,Waterford
44121947,18617,T16,"[['Canada', 'Canada', 'Canada']]",3,3,Canada
44121947,18617,T17,"[['Newbury', 'Newbury', 'Newbury']]",3,3,Newbury
44121947,18617,T19,"[['Copenhagen', 'Copenhagen', 'Copenhagen']]",3,3,Copenhagen
44121947,18617,T20,"[['Lincoln', 'Lincoln', 'Lincoln']]",3,3,Lincoln
44121947,18617,T21,"[['London', 'London', 'London']]",3,3,London
44121947,18617,T22,"[['Portsmouth', 'Portsmouth', 'Portsmouth']]",3,3,Portsmouth
44121947,18617,T23,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121947,18617,T25,"[['Berwick', 'Berwick', 'Berwick']]",3,3,Berwick
44121947,18617,T26,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121947,18617,T27,"[['London', 'London', 'London']]",3,3,London
44121947,18617,T28,"[['Whitstable', 'Whitstable', 'Whitstable']]",3,3,Whitstable
44121947,18617,T29,"[['Holland', 'Holland', 'Holland']]",3,3,Holland
44121950,18617,T1,"[['Cumberland', 'Cumberland', 'Cumberland']]",3,3,Cumberland
44121950,18617,T2,"[['Bristol', 'Bristol', 'Bristol']]",3,3,Bristol
44121950,18617,T3,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121950,18617,T4,"[['Kent', 'Kent', 'Kent']]",3,3,Kent
44121950,18617,T5,"[['United', 'United', 'United'], ['States', 'States', 'States']]",3,3,United States
44121950,18617,T7,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121950,18617,T8,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121950,18617,T9,"[['Lincolnshire', 'Lincolnshire', 'Lincolnshire']]",3,3,Lincolnshire
44121950,18617,T10,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121950,18617,T11,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121950,18617,T13,"[['Isle', 'Isle', 'Isle'], ['of', 'of', 'of'], ['Man', 'Man', 'Man']]",3,3,Isle of Man
44121950,18617,T14,"[['Berwick', 'Berwick', 'Berwick']]",3,3,Berwick
44121950,18617,T15,"[['Poplar', 'Poplar', 'Poplar']]",3,3,Poplar
44121950,18617,T16,"[['London', 'London', 'London']]",3,3,London
44121950,18617,T17,"[['Inverness', 'Inverness', 'Inverness']]",3,3,Inverness
44121950,18617,T19,"[['Bermuda', 'Bermuda', 'Bermuda']]",3,3,Bermuda
44121950,18617,T20,"[['Jersey', 'Jersey', 'Jersey']]",3,3,Jersey
44121950,18617,T21,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121950,18617,T22,"[['Hull', 'Hull', 'Hull']]",3,3,Hull
44121950,18617,T23,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121950,18617,T25,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121950,18617,T26,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121950,18617,T27,"[['Brixham', 'Brixham', 'Brixham']]",3,3,Brixham
44121950,18617,T28,"[['Cumberland', 'Cumberland', 'Cumberland']]",3,3,Cumberland
44121950,18617,T29,"[['Glasgow', 'Glascow', 'Glasgow']]",3,2,Glasgow
44121952,18617,T1,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121952,18617,T2,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121952,18617,T3,"[['Cape', 'Cape', 'Cape'], ['de', 'de', 'de'], ['Verd', 'Verd', 'Verde']]",3,2.66666666666667,Cape de Verd
44121952,18617,T4,"[['Guernsey', 'Guernsey', 'Guernsey']]",3,3,Guernsey
44121952,18617,T5,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121952,18617,T7,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121952,18617,T8,"[['Thorn', 'Thorn', 'Thorn']]",3,3,Thorn
44121952,18617,T9,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121952,18617,T10,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121952,18617,T11,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121952,18617,T13,"[['Somersetshire', 'Somersetshire', 'Somersetshire']]",3,3,Somersetshire
44121952,18617,T14,"[['Greenock', 'Greenock', 'Greenock']]",3,3,Greenock
44121952,18617,T15,"[['Swansea', 'Swansea', 'Swansea']]",3,3,Swansea
44121952,18617,T16,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121952,18617,T17,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121952,18617,T19,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121952,18617,T20,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121952,18617,T21,"[['Essex', 'Essex', 'Essex']]",3,3,Essex
44121952,18617,T22,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121952,18617,T23,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121952,18617,T25,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121952,18617,T26,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121952,18617,T27,"[['Northumberland', 'Northumberland', 'Northumberland']]",3,3,Northumberland
44121952,18617,T28,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121952,18617,T29,"[['Prussia', 'Prussia', 'Prussia']]",3,3,Prussia
44121955,18617,T1,"[['Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland']]",6,6,Ireland
44121955,18617,T2,"[['Porrtland', 'Portland', 'Portland', 'Portland', 'Portland', 'Portland']]",6,5,Portland
44121955,18617,T3,"[['Falmouth', 'Falmouth', 'Falmouth', 'Falmouth', 'Falworth', 'Falmouth']]",6,5,Falmouth
44121955,18617,T4,"[['London', 'London', 'London', 'London', 'London', 'London']]",6,6,London
44121955,18617,T5,"[['Hull', 'Hull', 'Hull', 'Hull', 'Hull', 'Hull']]",6,6,Hull
44121955,18617,T7,"[['Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland']]",6,6,Scotland
44121955,18617,T8,"[['Stirling', 'Stirling', 'Sterling', 'Stirling', 'Sterling', 'Sterling']]",6,3,Stirling
44121955,18617,T9,"[['Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland']]",6,6,Scotland
44121955,18617,T10,"[['Deptford', 'Deptford', 'Deptford', 'Deptford', 'Deptford', 'Deptford']]",6,6,Deptford
44121955,18617,T11,"[['Leghorn', 'Leghorn', 'Leghorn', 'Leghorn', 'Leghorn', 'Leghorn']]",6,6,Leghorn
44121955,18617,T13,"[['Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland']]",6,6,Ireland
44121955,18617,T14,"[['Bury', 'Bury', 'Bury', 'Bury', 'Bury', 'Bury']]",6,6,Bury
44121955,18617,T15,"[['Carshalton', 'Carshalton', 'Carlshalton', 'Carshalton', 'Carshalton', 'Carshalton']]",6,5,Carshalton
44121955,18617,T16,"[['Newcastle', 'Newcastle', 'Newcastle', 'Newcastle', 'Newcastle', 'Newcastle']]",6,6,Newcastle
44121955,18617,T17,"[['Cumberland', 'Cumberland', 'Cumberland', 'Cumberland', 'Cumberland', 'Cumberland']]",6,6,Cumberland
44121955,18617,T19,"[['Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland']]",6,6,Ireland
44121955,18617,T20,"[['Plumstead', 'Plumstead', 'Plumstead', 'Plumstead', 'Plumstead', 'Plumstead']]",6,6,Plumstead
44121955,18617,T21,"[['Dover', 'Dover', 'Dover', 'Dover', 'Dover', 'Dover']]",6,6,Dover
44121955,18617,T22,"[['Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland', 'Ireland']]",6,6,Ireland
44121955,18617,T23,"[['Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland']]",6,6,Scotland
44121955,18617,T25,"[['Lowestoft', 'Lowestoffe', 'Lowestoffe', 'Lowestoffe', 'Lowestoffe', 'Lowestoffe']]",6,5,Lowestoffe
44121955,18617,T26,"[['Prussia', 'Prussian', 'Prussian', 'Prussian', 'Prussian', 'Prussian']]",6,5,Prussian
44121955,18617,T27,"[['Devonshire', 'Devonshire', 'Devonshire', 'Devonshire', 'Devonshire', 'Devonshire']]",6,6,Devonshire
44121955,18617,T28,"[['United', 'United', 'United', 'United', 'United', 'United'], ['States', 'States', 'States', 'States', 'States', 'States']]",6,6,United States
44121955,18617,T29,"[['Durham', 'Durham', 'Durham', 'Durham', 'Durham', 'Durham']]",6,6,Durham
44121958,18617,T1,"[['Guernsey', 'Guernsey', 'Guernsey', 'Guernsey', 'Guernsey']]",5,5,Guernsey
44121958,18617,T2,"[['Holland', 'Holland', 'Holland', 'Holland', 'Holland']]",5,5,Holland
44121958,18617,T3,"[['Devonshire', 'Devonshire', 'Devonshire', 'Devonshire', 'Devonshire']]",5,5,Devonshire
44121958,18617,T4,"[['Deal', 'Deal', 'Deal', 'Deal', 'Deal']]",5,5,Deal
44121958,18617,T5,"[['London', 'London', 'London', 'London', 'London']]",5,5,London
44121958,18617,T7,"[['Liverpool', 'Liverpool', 'Liverpool', 'Liverpool', 'Liverpool']]",5,5,Liverpool
44121958,18617,T8,"[['Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland']]",5,5,Scotland
44121958,18617,T9,"[['Leith', 'Leith', 'Leith', 'Leith', 'Leith']]",5,5,Leith
44121958,18617,T10,"[['Suffolk', 'Suffolk', 'Suffolk', 'Suffolk', 'Suffolk']]",5,5,Suffolk
44121958,18617,T11,"[['Sunderland', 'Sunderland', 'Sunderland', 'Sunderland', 'Sunderland']]",5,5,Sunderland
44121958,18617,T13,"[['Exmouth', 'Exmouth', 'Exemouth', 'Exmouth', 'Exmouth']]",5,4,Exmouth
44121958,18617,T14,"[['Portsmouth', 'Portsmouth', 'Portsmouth', 'Portsmouth', 'Portsmouth']]",5,5,Portsmouth
44121958,18617,T15,"[['Peterhead', 'Peterhead', 'Peterhead', 'Peterhead', 'Peterhead']]",5,5,Peterhead
44121958,18617,T16,"[['Sunderland', 'Sunderland', 'Sunderland', 'Sunderland', 'Sunderland']]",5,5,Sunderland
44121958,18617,T17,"[['Sweden', 'Sweden', 'Sweden', 'Sweden', 'Sweden']]",5,5,Sweden
44121958,18617,T19,"[['Scotland', 'Scotland', 'Scotland', 'Scotland', 'Scotland']]",5,5,Scotland
44121958,18617,T20,"[['St.', 'St', 'St.', 'St', 'St.'], ['Ives', 'Ives', 'Ives', 'Ives', 'Ives']]",5,4,St. Ives
44121958,18617,T21,"[['Selby', 'Selby', 'Selby', 'Selby', 'Selby']]",5,5,Selby
44121958,18617,T22,"[['Virginia', 'Virginia', 'Virginia', 'Virginia', 'Virginia']]",5,5,Virginia
